,Unnamed: 0.1,Unnamed: 0,title,tmdbid,rank,release_date,runtime,summary,genres,production,country,director,starring,poster_path,study_level
101,101,294,La La Land,313369,7.9,2016-11-29,129,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.","Comedy, Drama, Romance, Music",Summit Entertainment,Hong Kong,Damien Chazelle,"Khirye Tyler, Rosemarie DeWitt, Zoë Hall, Cassidy Noblett, Tracy Shibata, Eartha Robinson, Lynn Moore, Anna Chazelle, Keith Harris, Nicole Wolf, Dominic Chaiduang, Demian Boergadine, Samantha Abrantes, Arthur Horowitz, Aaron 'Deuce' Cooke, Kaveh Rastegar, Morgan Larson, Bobo Chang, Miles Anderson, Kaye L. Morris, Pamela Chu, McKenzie Anderson, Shaun Evaristo, Liz Imperio, Clarice Ordaz, Marius de Vries, Gustavo Vargas, Candice Coke, Britt Stewart, Bill Prudich, Dominique Domingo, Trent Kerpsack, Camryn Ray Cavaliero, Shannon Holtzapffel, Natalie Gilmore, Cindera Che, Kristin Slaysman, Scott Hislop, Kayla Kalbfleisch, Ana Flavia Gavlak, Tony Bellissimo, Cris Judd, Clifton 'Fou Fou' Eddie, Jason Fuchs, Galen Hooks, Jessica Rothe, J.K. Simmons, Chris Moss, Matt Cady, Christopher Aber, Lou Becker, Andres Perez-Molina, Patty Tobin, Sarah Mitchell, Ryan Gosling, Nedra Wheeler, Natalie Imani, Nicole Coulon, Christopher Michael Stevens, Sandra Rosko, Marissa Labog, Destinee Handly, Javier Gonzalez, Bubba Dean Rambo, Andrea Lareo, Tara Nicole Hughes, Margaret Newborn, Monie Adamson, KC Monnie, Noel Bajandas, John Hindman, Bradley M. Rapier, Anna Lunberry, Yoori Kim, Leah Adler, Dana Wilson, John Legend, Mario Diaz, Emma Stone, Tiffany Daniels, Josh Pence, Hunter Hamilton, Matthew Aylward, Ryan Novak, Robert Roldan, Meagen Fay, Tom Everett Scott, Asiel Hardison, D.A. Wallach, Ava Bernstine-Mitchell, Valarie Rae Miller, Dana Fukagawa, Stephanie Landwehr, Brittany Parks, Vince Donvito, Jenna Curtis, Carol Connors, Michael Higgins, Kristin Elliott, Reshma Gajjar, Julie Schmid, Mecca Vazie Andrews, Michael Munday, Sonoya Mizuno, Hemky Madera, Dempsey Pappion, Jordan Ray Fox, Nilla Elizabeth Watkins, Anthony Marciona, Catalina Cat Rendic, Olivia Hamilton, Steffen Dziczek, Damon Gupton, Shaylah J. Stevens, Becca Sweitzer, Michael Stein, Heather Turman, Amiée Conn, Thom Shelton, Brandon O'Neal, Danny Valle, Milica Govich, Lexie Contursi, Scott Myrick, Kiff VandenHeuvel, Sybil Azur, Claudine Claudio, Cal Bennett, Noah James, Jeremy Hudson, Terrance Yates, Gakenia Muigai, Nick Drago, Khasan Brailsford, Briana Lee, Patrick Cook, Víctor Rojas, Nick Baga, Finn Wittrock, April Martucci, Casey Johansen, Melinda Sullivan, Damian Gomez, Montana Efaw, Bryan Tanaka, Shannon Leann, Terry Walters, Quinn Lipton, Callie Hernandez, Chelsea Thedinga, Amanda Balen, Krystal Ellsworth, Holly Houk, Martha Nichols, Chris Jarosz, Matthew Kazmierczak, Daniel Gaymon, Emily Williams, Frederick Keeve, Robert Haynes, Megan Lawson, Ryan Ramirez, Denzel Chisolm, Paul Kirkland, George Lawrence Jr., Corey Anderson, Cinda Adams, Ottavio Taddei, C.J. Stussi, Corrin Evans, Cameron Brinkman, Doran Butler, David Douglas, Nathan Prevost, Trevor Lissauer, Amanda Fields, Tommy Cooley, Crystal Nichol, Mallauri Esquibel",/uDO8zWDhfWwoFdKS4fzkUJt0Rf0.jpg,B1
221,221,647,The Iron Giant,10386,7.9,1999-08-06,86,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.","Family, Animation, Science Fiction, Adventure",Warner Bros. Feature Animation,United States of America,Brad Bird,"Mary Kay Bergman, Christopher McDonald, Patti Tippo, James Gammon, Frank Thomas, Cloris Leachman, Jack Angel, Bill Farmer, Mickie McGowan, Jennifer Aniston, Charles Howerton, Eli Marienthal, Robert Clotworthy, Paul Eiding, Sherry Lynn, Zack Eginton, Carole Jeghers, Michael Bird, Devon Cole Borisoff, Harry Connick Jr., Vin Diesel, Bob Bergen, Ollie Johnston, Ryan O'Donohue, Brian Tochi, Rodger Bumpass, Jennifer Darling, M. Emmet Walsh, John Mahoney, Phil Proctor",/ct04FCFLPImNG5thcPLRnVsZlmS.jpg,B1
508,508,1567,Sing Street,369557,7.872,2016-03-11,105,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,"Romance, Drama, Music",Likely Story,Ireland,John Carney,"Don Wycherley, Ian Kenny, Marcella Plunkett, Percy Chamburuka, Connor Hamilton, Lucy Boynton, Pádraig J. Dunne, Aidan Gillen, Ferdia Walsh-Peelo, Art Campion, Eva-Jane Gaffney, Dolores Mullally, Tony Doyle, Lydia McGuinness, Mark McKenna, Paul Roe, Vera Nwabuwe, Karl Rice, Kyle Bradley Donaldson, Ben Carolan, Des Keogh, Paul Gibbons, Keith McErlean, Maria Doyle Kennedy, Kelly Thornton, Kian Murphy, Jack Reynor",/sUWpVlrvzU2SJbnVZqIeKulPKwk.jpg,B1
44,44,116,How to Train Your Dragon,10191,7.83,2010-03-18,98,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.","Fantasy, Adventure, Animation, Family",DreamWorks Animation,United States of America,"Dean DeBlois, Chris Sanders","Gerard Butler, Robin Atkin Downes, T.J. Miller, David Tennant, America Ferrera, Craig Ferguson, Jonah Hill, Ashley Jensen, Kieron Elliott, Kristen Wiig, Jay Baruchel, Philip McGrade, Christopher Mintz-Plasse",/92olhXYaIX6lvB8jwFz4OSfPaKq.jpg,B1
278,278,838,Snatch,107,7.8,2000-09-01,103,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.","Crime, Comedy",SKA Films,United Kingdom,Guy Ritchie,"Austin Drage, Velibor Topic, Jason Ninh Cao, Christopher Fosh, Brad Pitt, Tim Faraday, Elwin 'Chopper' David, Vinnie Jones, Shaun Pearson, Jimmy Roussounis, Sidney Sedin, Joe Williams, Charles Cork, John Farnell, Guy Ritchie, Teena Collins, Alex Andreas, Sol Campbell, Lennie James, Adam Fogerty, Andrew Shield, Alan Ford, Stephen Graham, William Beck, Liam Donaghy, Tom Delmar, John Hathaway, Mike Reid, Jason Statham, Andy Beckwith, Ronald Isaac, Sorcha Cusack, Robbie Gee, Peter Szakacs, Dian Bachar, Trevor Steedman, Dean Smith, Mickey Dee, Goldie, Yuri Stepanov, John Taheny, Tim Packham, Dennis Farina, Chuck Julian, James Warren, Rade Šerbedžija, Benicio del Toro, Peter Rnic, Eric Meyers, Nicola Collins, Andy Till, Sid Hoare, Ade, Sam Douglas, Scott Welch, Ewen Bremner, Jason Flemyng, Jason Buckham, Roy Snell, James Cunningham, Paul O'Boyle, Mick Theo, Michael Hughes, Liam McMahon, Dave Legeno, Mickey Cantwell",/8KSDI7ijEv7QVZdIyrLw5Gnhhr8.jpg,B1
364,364,1088,The Big Lebowski,115,7.8,1998-03-06,117,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.","Comedy, Crime",PolyGram Filmed Entertainment,United Kingdom,Joel Coen,"Jimmie Dale Gilmore, Leon Russom, Julianne Moore, Sam Elliott, Marshall Manesh, Philip Seymour Hoffman, Mark Pellegrino, Aimee Mann, James G. Hoosier, Torsten Voges, John Goodman, Kiva Dawson, Jesse Flanagan, Peter Stormare, John Turturro, Steve Buscemi, Jack Kehler, Philip Moon, David Huddleston, Flea, Carlos Leon, Harry Bugin, Richard Gant, Jennifer Lamb, Gérard L'Heureux, Warren Keith, David Thewlis, Asia Carrera, Terrence Burton, Christian Clemenson, Peter Siragusa, Jerry Haleva, Jeff Bridges, Luis Colina, Tara Reid, Irene Olga López, Ajgie Kirkland, Ben Gazzara, Jon Polito, Lu Elrod, Dom Irrera, Wendy Braun, Mike Gomez",/9mprbw31MGdd66LR0AQKoDMoFRv.jpg,B1
588,588,1797,Scent of a Woman,9475,7.8,1992-12-23,156,"Charlie Simms is a student at a private preparatory school who comes from a poor family. To earn the money for his flight home to Gresham, Oregon for Christmas, Charlie takes a job over Thanksgiving looking after retired U.S. Army officer Lieutenant Colonel Frank Slade, a cantankerous middle-aged man who lives with his niece and her family.","Drama, Comedy",Universal Pictures,United States of America,Martin Brest,"Lucy Smith, Nicholas Sadler, Jack Mulcahy, David Lansbury, Bradley Whitford, June Squibb, Philip Seymour Hoffman, Paul Stocker, Matt Smith, J.T. Cromwell, Russell Gibson, George Grafas, Alyson Feldman, Max Stein, Carlo Giuliano, Erika Feldman, Michael Simon, Leonard Gaines, Dan Gifford, Gabrielle Anwar, Al Pacino, Michael Santoro, Rochelle Oliver, Anh Duong, Tom Riis Farrell, Margaret Eginton, Joseph Palmas, Eric Reid Schroeder, Ron Eldard, Sally Murphy, Richard Venture, James Rebhorn, Chris O'Donnell, Todd Louiso, Peter Carew, Baxter Harris, Mike Lisenco, William Beckwith, Mansoor Najee-Ullah, Julian Stein, Stephen L'Heureux, Frances Conroy, Paul Zimmerman, Gene Canfield, Divina Cook, Francie Swift, Luke L. Hansen",/f75Fsfx8nA8JfSdJ61jhC8JwHps.jpg,B1
628,628,1958,Monty Python and the Holy Grail,762,7.8,1975-03-14,91,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".","Adventure, Comedy, Fantasy",Python (Monty) Pictures Limited,United Kingdom,"Terry Gilliam, Terry Jones","Sally Kinghorn, Margarita Doyle, Maggie Weston, Sally Coombe, Connie Booth, Romilly Squire, Tom Raeburn, Bee Duffell, Graham Chapman, John Young, Mark Zycon, Charles Knode, Mary Allen, Sylvia Taylor, Scott Mike, Roy Forge Smith, Sandy Rose, Loraine Ward, William Palin, Brian Ross, Joyce Pollner, Terry Jones, Eric Idle, Joni Flynn, John Thornton, Neil Innes, Mitsuko Forstater, Sandy Johnson, Anna Lanski, Zack Matalon, Fiona Gordon, Iain Banks, Judy Lamb, Tracy Sneddon, Gloria Graham, Vivienne MacDonald, Michael Palin, Alison Walker, Carol Cleveland, Terry Gilliam, Rita Davies, Elspeth Cameron, Julian Doyle, John Cleese, Daphne Darling, Yvonne Dick, Avril Stewart",/xZ0rC0kuIsjk6RncpNK73kwstEP.jpg,B1
1006,1006,3659,The King of Comedy,262,7.789,1982-12-18,109,"Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy.","Drama, Comedy",Embassy International Pictures,United States of America,Martin Scorsese,"Gaby Salter, Thomas M. Tolan, Robert De Niro, Loretta Tupper, Leslie Levinson, Mardik Martin, Sel Vitella, William Jorgensen, Marvin Scott, Liza Minnelli, Kim Chan, Doc Lawless, Richard Baratz, Audrey Dummett, Vinnie Gonzales, Whitey Ryan, Jay Julien, Pearl Harbour, George Kapp, Rob-Jamere Wess, Gerard Murphy, Matt Russo, Joyce Brothers, Edgar J. Scherick, Katherine Wallach, Robert Colston, Kosmo Vinyl, Sandra Bernhard, Thelma Lee, Martin Scorsese, Jeff David, Tony Devon, Tony Boschetti, Ed Herlihy, Frederick de Cordova, Ralph Monaco, Charles Kaleina, Lou Brown, Don Letts, Shelley Hack, Scotty Bloch, Michael F. Stodden, Catherine Scorsese, William Littauer, Ray Dittrich, Marta Heflin, Jerry Lewis, Diahnne Abbott, Cathy Scorsese, June Prud'Homme, Michael Kolba, Tony Randall, Margo Winkler, Richard Dioguardi, Victor Borge, Ramon Rodriguez, Jimmy Raitt, Dennis Mulligan, Jim Lyness, Bill Minkin, Paul Simonon, Harry J. Ufland, Chuck Coop, Joe Strummer, Charles Scorsese, Chuck Low, Peter Potulski, Alan Potashnick, Chuck Stevens, Diane Rachell, Peter Fain, Mick Jones, Jerry Baxter-Worman, Ellen Foley",/3BM78deUfeZfShqPTblZuamgC8a.jpg,B1
1161,1161,4640,Annie Hall,703,7.743,1977-04-19,93,New York comedian Alvy Singer falls in love with the ditsy Annie Hall.,"Comedy, Drama, Romance",United Artists,United States of America,Woody Allen,"Christopher Walken, Jeff Goldblum, Harrison Ressler, Ved Bandhu, Janet Margolin, Sigourney Weaver, Laurie Bird, David Wier, Bob Maroff, Ruth Volner, John Glover, Veronica Radburn, Joan Neuman, Paul Simon, Amy Levitan, Riccardo Bertoni, Beverly D'Angelo, Lou Picetti, Donald Symington, Diane Keaton, Truman Capote, Bernie Styles, Russell Horton, Mary Boylan, Hamit Perezic, James Balter, Rick Petrucelli, Sybil Bowan, Susan Mellinger, Gregory Doucette, Tony Roberts, Alan Landers, Dick Cavett, Lee Callahan, Dan Ruskin, Walter Bernstein, Johnny Haymer, Gary Mule Deer, Lucy Lee Flippin, Woody Allen, Wendy Girard, Martin Rosenblatt, Marshall McLuhan, Albert M. Ottenheimer, Hy Anzell, Keith Dentice, Chris Gampel, Gary Allen, James Burge, Colleen Dewhurst, Shelley Hack, Carol Kane, Eric Bear, Michael Aronin, Charles Levin, Mark Lenard, Robin Mary Paris, Christine Jones, Wayne Carson, Michael Karm, John Doumanian, Loretta Tupper, Rashel Novikoff, Kathryn Janssen, Tracey Walter, William Callaway, Frank Vohs, John Dennis Johnston, Petronia Johnson, Helen Ludlam, Jonathan Munk, Billie Perkins, Humphrey Davis, Shelley Duvall, Jim McKrell, Paula Trueman, Mordecai Lawner, Vince O'Brien, Shaun Casey, Juliet Graham, Roger Newman, Jean Sarah Frost, Margaretta Warwick",/jj46Biz1WYQZoVZfXxeT9u4XRrS.jpg,B1
1056,1056,3939,Fried Green Tomatoes,1633,7.709,1991-12-27,130,"Amidst her own personality crisis, southern housewife Evelyn Couch meets Ninny, an outgoing old woman who tells her the story of Idgie Threadgoode and Ruth Jamison, two young women who experienced hardships and love in Whistle Stop, Alabama in the 1920s.","Drama, Comedy",Universal Pictures,United States of America,Jon Avnet,"Missy Wolff, Wallace Merck, Ginny Parker, Gailard Sartain, Jessica Tandy, Afton Smith, Danny Nelson, Stan Shaw, Tres Holton, Enjolik Oree, Bob Hannah, David Dwyer, LaTanya Richardson Jackson, Ted Manson, Kathy Larson, Evan Lockwood, Kathy Bates, Lashondra Phillips, Cicely Tyson, Haynes Brooke, Macon McCalman, Grace Zabriskie, Carol Mitchell-Leon, Genevieve Fisher, Gary Basaraba, Ron McCall, Nick Searcy, Reid Binion, Mary Stuart Masterson, Suzi Bass, Timothy Scott, Nancy Moore Atchison, Chris O'Donnell, Constance Shulman, Lois Smith, Grayson Fricke, Richard Riehle, Fannie Flagg, Mary-Louise Parker, Raynor Scheine, Tom Even, Jo Harvey Allen",/g71l1vbJwyAAYk8zKCkIQQ58qcb.jpg,B1
13,13,34,The Incredibles,9806,7.7,2004-10-27,115,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.","Action, Adventure, Animation, Family",Walt Disney Pictures,United States of America,Brad Bird,"Louis Gonzales, Spencer Fox, Mary Elizabeth Clark, Jeff Pidgeon, Juliet Pokorny, Brad Bird, Peter Sohn, Dominique Louis, John Ratzenberger, Juliet Greenberg, Lori Richardson, Dennis 'D.J.' Jennings, Nicholas Bird, Lou Romano, Bud Luckey, Mark Andrews, Kimberly Adair Clark, Frank Thomas, Patrick Walker, Eli Fucile, Wayne Canney, Wallace Shawn, Louis Martin Braga III, Ted Mathot, Sarah Vowell, Elizabeth Greenberg, Randy Nelson, Katherine Ringgold, A.J. Riebli III, Samuel L. Jackson, Pamela Gaye Walker, Jazzie Mahannah, Ollie Johnston, Joe Ranft, Deirdre Warin, Andrew Stanton, Holly Hunter, Brad Lewis, Elizabeth Peña, Stephen Schaffer, Bob Scott, Billy Guardino, Pete Docter, Jean Sincere, Teddy Newton, Jason Lee, Michael Bird, Bret Parker, Craig T. Nelson, Bob Peterson, Maeve Andrews",/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg,B1
143,143,386,How to Train Your Dragon 2,82702,7.7,2014-06-05,102,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider who turns out to be Hiccup's mother, Valka. Hiccup and Toothless then find themselves at the center of a battle to protect Berk from a power-hungry warrior named Drago.","Fantasy, Action, Adventure, Animation, Comedy, Family",DreamWorks Animation,United States of America,Dean DeBlois,"Gerard Butler, Kristen Wiig, Kieron Elliott, Philip McGrade, Kit Harington, Craig Ferguson, Jay Baruchel, Christopher Mintz-Plasse, Jonah Hill, America Ferrera, Djimon Hounsou, Simon Kassianides, T.J. Miller, Randy Thom, Gideon Emery, Cate Blanchett, Andrew Ableson",/d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg,B1
310,310,931,The Breakfast Club,2108,7.7,1985-02-15,98,"Five high school students from different walks of life endure a Saturday detention under a power-hungry principal. The disparate group includes rebel John, princess Claire, outcast Allison, brainy Brian and Andrew, the jock. Each has a chance to tell his or her story, making the others see them a little differently -- and when the day ends, they question whether school will ever be the same.","Comedy, Drama",Universal Pictures,United States of America,John Hughes,"Judd Nelson, Ron Dean, Ally Sheedy, Emilio Estevez, Mercedes Hall, Fran Gargano, John Hughes, Mary Christian, Anthony Michael Hall, Molly Ringwald, Tim Gamble, Paul Gleason, Perry Crawford, John Kapelos",/vSqk5BeQ1HvP9wq0rWZyWqiwXeF.jpg,B1
316,316,949,The Sound of Music,15121,7.7,1965-03-29,174,"In the years before the Second World War, a tomboyish postulant at an Austrian abbey is hired as a governess in the home of a widowed naval captain with seven children, and brings a new love of life and music into the home.","Drama, Family, Music, Romance",Robert Wise Productions,United States of America,Robert Wise,"Eleanor Parker, Sam Harris, Bill Lee, Richard Haydn, Daniel Truhitte, Heather Menzies, Norma Varden, Leoda Richards, Evadne Baker, Julie Andrews, Margery MacKay, Doris Lloyd, Gertrude Astor, Peggy Wood, Doreen Tryden, Frank Baker, Christopher Plummer, Nicholas Hammond, Ben Wright, Marni Nixon, Bert Stevens, Anna Lee, Angela Cartwright, Kym Karath, Duane Chase, Gilchrist Stuart, Portia Nelson, Charmian Carr, Ada Beth Lee, Debbie Turner",/5qQTu2iGTiQ2UvyGp0beQAZ2rKx.jpg,B1
1187,1187,4856,Moonrise Kingdom,83666,7.7,2012-05-16,94,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle.","Comedy, Drama, Romance",Indian Paintbrush,United States of America,Wes Anderson,"Liz Callahan, Frances McDormand, Andreas Sheikh, Wyatt Ralff, Bruce Willis, Hugo DeAscentis, Max Derderian, Tilda Swinton, Marianna Bassham, Bill Murray, Alex Milne, Jason Schwartzman, Eric Chase Anderson, Tommy Nelson, Kara Hayward, Seamus Davey-Fitzpatrick, Lucas Hedges, Preston Hatch, Chandler Frantz, Steve Smith, Caris Yeoman, Ben Haffner, Gabriel Rush, Michael Malvesti, Derek Sardella, James Demler, Ada-Nicole Sanger, John Peet, Christine Noel, Larry Pine, Neal Huff, Lily Tiger McEnerney, Cooper Murray, Jordan Puzzo, Rob H. Campbell, Bob Balaban, Jack Lescoulie, Jared Gilman, Dakota Pimentel, Tanner Flood, Harvey Keitel, Kevin DeCoste, Tyler Metivier, Coledyn Garrow, Johnathon Deneault, Jean-Michael Pion, John Franchi, Edward Norton, Violet Guinness, Roman Keitel, Al Conti, Carolyn Pickman, Richie Conant, Charlie Kilgore, Jake Ryan, Isabella Guinness, L.J. Foley",/xrziXRHRQ7c7YLIehgSJY8GQBsx.jpg,B1
1611,1611,9079,Harvey,11787,7.7,1950-12-04,104,"The story of Elwood P. Dowd who makes friends with a spirit taking the form of a human-sized rabbit named Harvey that only he sees (and a few privileged others on occasion also.) After his sister tries to commit him to a mental institution, a comedy of errors ensues. Elwood and Harvey become the catalysts for a family mending its wounds and for romance blossoming in unexpected places.","Comedy, Fantasy",Universal International Pictures,United States of America,Henry Koster,"Harvey, James Stewart, Norman Leavitt, Fess Parker, Josephine Hull, Wallace Ford, Charles Drake, Grayce Mills, Clem Bevans, Eula Guy, Jesse White, Maudie Prickett, Don Brodie, Pat Flaherty, Victoria Horne, Cecil Kellaway, Peggy Dow, Dick Wessel, William H. Lynn, Nana Bryant",/dgd82hYmpiXDM1G867HqNaWe8wj.jpg,B1
1312,1312,5744,Little Miss Sunshine,773,7.694,2006-07-26,102,"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.","Comedy, Drama",Big Beach,United States of America,"Jonathan Dayton, Valerie Faris","Jerry Giles, Maliah Hudson, Greg Kinnear, Beth Grant, Mel Rodriguez, Brenae Bandy, Paula Newsome, Sydni Stevenson-Love, Lindsey Jordan, Kristen Holaas, Shane Murphy, Alissa Anderegg, Steven Christopher Parker, Dean Norris, Marc Turtletaub, Alexandria Alaman, Lauren Yee, Paul Dano, Gordon Thomson, Destry Jacobs, Wallace Langham, Bryan Cranston, Casandra Ashe, Annabelle Roberts, Julio Oscar Mechoso, Geoff Meed, Alan Arkin, Chuck Loring, Steve Carell, John Walcutt, Brittany Baird, Nicole Stoehr, Justin Shilton, Brenda Canela, Lauren Shiohama, Joan Scheckel, Abigail Breslin, Jill Talley, Toni Collette, Cambria Baird, George W. Bush, Mary Lynn Rajskub, Matt Winston, Terry Bolo",/wKn7AJw730emlmzLSmJtzquwaeW.jpg,B1
1474,1474,7310,Charade,4808,7.687,1963-12-01,113,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines.","Comedy, Mystery, Romance",Stanley Donen Films,United States of America,Stanley Donen,"Chantal Goya, James Coburn, Albert Daumergue, Claudine Berg, Bernard Musson, George Kennedy, Cary Grant, Louis Viret, Stanley Donen, Ned Glass, Marc Arian, Audrey Hepburn, Marcel Bernier, Monte Landis, Raoul Delfosse, Dominique Minot, Jacques Préboist, Clément Harari, Jean Gold, Roger Trapp, Antonio Passalia, Jacques Marin, Paul Bonifas, Michel Thomass, Peter Stone, Thomas Chelimsky, Walter Matthau",/ijJ73UgR6nOqjSP8MO0Z7hawCdm.jpg,B1
724,724,2296,Breakfast at Tiffany's,164,7.666,1961-10-06,115,"Holly Golightly is an eccentric New York City playgirl determined to marry a Brazilian millionaire. But when young writer Paul Varjak moves into her apartment building, her past threatens to get in their way.","Comedy, Romance, Drama",Paramount Pictures,United States of America,Blake Edwards,"John Perri, Roydon Clark, Florine Carlan, Annabella Soong, Arthur Berkeley, Thayer Burton, Miriam Nelson, Paul Lees, Fay McKenzie, Joe Gray, Tom Curtis, Beverly Powers, Elvia Allman, Martin Balsam, Sue Casey, Dorothy Whitney, Bill Neff, Harold Miller, Joyce Meadows, Helen Spring, Henry Barnard, Willie Bloom, Charles Sherlock, Mel Leonard, Dick Crockett, Peggy Patten, Wilson Wood, Mary LeBow, Joseph Glick, Nino Tempo, Glen Vernon, Sam Harris, Frank Kreig, Kate Murtagh, Michael Zaslow, Mike Mahoney, Joe Scott, Janet Banzet, Nicky Blair, Chuck Niles, George Peppard, Al Avalon, Buddy Ebsen, Henry Beckman, Stanley Adams, Tommy Farrell, Jim Michael, Joan Staley, Leatrice Leigh, Linda Wong, Marian Collier, Barbara Kelley, Towyna Thomas, John McGiver, Alan Reed, Christine Corbin, Joseph J. Greene, Leota Lorraine, Hollis Morrison, Audrey Hepburn, Gil Lamb, Hanna Landy, Kip King, Richard Wyler, James Lanphier, Robert Patten, Patricia Neal, Michael Quinlivan, Frank Marth, William Benegal Rau, Bill Bradley, Pete Kellett, Tony Regan, William Meader, Don Anderson, James Field, Claude Stroud, George Fields, José Luis de Vilallonga, Danny Truppi, Mickey Rooney, Mel Blanc",/79xm4gXw4l7A5D0XukUOJRocFYQ.jpg,B1
924,924,3186,The Graduate,37247,7.64,1967-12-21,106,"Benjamin, a recent college graduate very worried about his future, finds himself in a love triangle with an older woman and her daughter.","Drama, Romance, Comedy",AVCO Embassy Pictures,United States of America,Mike Nichols,"George Bruggeman, Harry Holcombe, Robert Perry, Laurence Haddon, Kevin Tighe, Brian Avery, Buddy Douglas, Elisabeth Fraser, Arthur Tovey, Donald F. Glut, Noam Pitlik, Jonathan Hole, Alice Ghostley, Eleanore Vogel, Eve McVeagh, Anthony Redondo, Hal Taggart, Elaine May, Jay Dee Witney, William Daniels, David Westberg, Tim Taylor, Elizabeth Wilson, Maris Wrixon, Lainie Miller, Clark Ross, Bernard Sell, Murray Hamilton, Marion Lorne, Sam O'Steen, Wally West, Stuart Nisbet, Buck Henry, Frank Baker, Bob Folkerson, Katharine Ross, Mike Farrell, Wayne Stam, Norman Fell, Robert P. Lieb, Anne Bancroft, Ben Murphy, Dustin Hoffman, Bob Eubanks, Walter Brooke, Garrett Cassell, William H. O'Brien, Richard Dreyfuss, Eddra Gale",/qtVvdSsm2hvau6ItLe4gWdFKe2M.jpg,B1
11,11,31,Deadpool,293660,7.623,2016-02-09,108,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.","Action, Adventure, Comedy",20th Century Fox,United States of America,Tim Miller,"Ed Skrein, Morena Baccarin, Cindy Piper, Victoria De Mare, Matthew Hoglie, Naika Toussaint, Ryan Reynolds, Fabiola Colmenero, Justyn Shippelt, Heather Ashley Chase, Hugh Scott, Paul Belsito, Style Dayne, Stan Lee, Kyle Cassie, Em Haine, Andre Tricoteux, Jed Rees, Gina Carano, Leslie Uggams, Randal Reeder, Paul Lazenby, Rob Hayter, Olesia Shewchuk, Stefan Kapičić, Rachel Sheen, Taylor Hickson, Chad Riley, Kyle Rideout, Jason William Day, T.J. Miller, Brianna Hildebrand, Ayzee, Aatash Amir, Michael Benyaer, Karan Soni, Donna Yamamoto, Benjamin Wilkinson, Isaac C. Singleton Jr., Darcey Johnson, Kayla Adams",/3E53WEZJqP6aM84D8CckXx4pIHw.jpg,B1
