,Unnamed: 0.1,Unnamed: 0,title,tmdbid,rank,release_date,runtime,summary,genres,production,country,director,starring,poster_path,study_level
1104,1104,4309,Spotlight,314365,7.8,2015-11-06,129,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.","Drama, History",Participant,United States of America,Tom McCarthy,"Eileen Padua, Liev Schreiber, Paul Guilfoyle, Len Cariou, Siobhan Murphy, Richard Fitzpatrick, Jeffrey Samai, Jennifer Ruth, Stefanie Drummond, Nancy Villone, Bruce-Robert Serafin, Michael Cyril Creighton, John Franchi, Don Allison, Brian d'Arcy James, Joe Stapleton, Michele Proude, Lance Norris, Brian Chamberlain, Michael Countryman, David Fraser, Gene Amoroso, Tom Driscoll, Janet Pinnick, Amy Whalen, Doreen Spencer, Maureen Keiller, Mark McGrinder, Brad Borbridge, Billy Crudup, Martin Roach, Harold Rudolph, Brett Cramp, Rachel McAdams, Krista Morin, Gary Galone, Tim Whalen, Elena Khan, Jamey Sheridan, Richard Jenkins, Timothy Mooney, Robert B. Kennedy, Peter Lewis Walsh, Edward Brickley, Elena Wohl, Stanley Tucci, Mark Ruffalo, Michael Keaton, Laurie Heineman, Colleen Kelly, Wendy Merry, Paula Barrett, Patty Ross, Nancy E. Carroll, Robert Clarke, Darrin Baker, Moira Driscoll, Shannon Ruth, Zarrin Darnell-Martin, Paulette Sinclair, John Slattery, Laurie Murdoch, Shannon McDonough, Mairtin O'Carrigan, Neion George, Paloma Nuñez, Anthony Paolucci, Tim Progosh, Sharon McFarlane, Elena Juatco, Daniel Ruth, Donna Sue Jahier, Richard O'Rourke, Rob deLeeuw, Jimmy LeBlanc, Teresa Wilson, Neal Huff, Dennis Lynch, Forrest Weber, Duane Murray, Doug Murray",/gWkgMnIsd8Od7iyhEEKL5G4Qq6J.jpg,C2
1179,1179,4766,The Miracle Worker,1162,7.8,1962-05-23,106,"The true story of the frightening, lonely world of silence and darkness of 7-year-old Helen Keller who, since infancy, has never seen the sky, heard her mother's voice or expressed her innermost feelings. Then Annie Sullivan, a 20-year-old teacher from Boston, arrives. Having just recently regained her own sight, the no-nonsense Annie reaches out to Helen through the power of touch, the only tool they have in common, and leads her bold pupil on a miraculous journey from fear and isolation to happiness and light.",Drama,Playfilm Productions,United States of America,Arthur Penn,"John Bliss, Andrew Prine, Patty Duke, Inga Swenson, Judith Lowry, Beah Richards, Victor Jory, Kathleen Comegys, Michele Farr, Jack Hollander, Alan Howard, Grant Code, Anne Bancroft, Helen Ludlam, William F. Haddock",/3dI6UVM5W1sz3MU9gNK5nVDcAyQ.jpg,C1
1181,1181,4793,L.A. Confidential,2118,7.8,1997-09-19,138,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,"Crime, Mystery, Thriller",Regency Enterprises,United States of America,Curtis Hanson,"Irene Roseen, Robert Barry Fleming, Matthew Allen Bretz, Dell Yount, Kim Basinger, Kevin Maloney, Will Zahrn, Michael McCleery, Brenda Bakke, Noel Evangelisti, Guy Pearce, Bob Clendenin, Brian Bossetta, Henry Marder, J.P. Romano, Jess Thomas, Gregory White, T.J. Kennedy, Jeff Austin, Priscilla Cory, Jeff Sanders, April Audia, Patrice Walters, Henry Meyers, Robert Thompson, Precious Chong, Shawnee Free Jones, Robert Foster, Jim Metzler, Darrell Sandeen, Karr Washington, Gwenda Deacon, Fred Lerner, Matt McCoy, Simon Baker, Steven Lambert, Beverly Sharpe, Elisabeth Granli, Colin Mitchell, Danny DeVito, Ron Rifkin, Allan Graf, Rebecca Klingler, Don Pulford, Tomas Arana, Gene Wolande, Lisa Worthy, Salim Grant, Amber Smith, Michael Warwick, Michael Chieffo, Symba, Robert Harrison, Scott Eberlein, Gilbert Rosales, Jimmy Ortega, Jeremiah Birkett, Ginger Slaughter, Paolo Seganti, Scott McKinley, Dick Stilwell, David Strathairn, Sandra Taylor, Norman Howell, Anne Zogby, Russell Crowe, John H. Evans, Nectar Rose, Graham Beckel, George Yager, Lennie Loftin, Jody Wood, Ingo Neuhaus, Chris Short, Michael Ossmann, Brian Lally, John Mahon, Kevin Patrick Kelly, Marisol Padilla Sánchez, Steve Rankin, Monty McKee, Kevin Spacey, Rocco Salata, Jack Conley, Jordan Marder, John Slade, Bodie Newcomb, Thomas Rosales Jr., Shane Dixon, David St. James, James Cromwell, Paul Guilfoyle, Jack Knight, Chris Palermo, April Breneman",/lWCgf5sD5FpMljjpkRhcC8pXcch.jpg,C1
1361,1361,6144,Maudie,359784,7.8,2016-06-16,115,Canadian folk artist Maud Lewis falls in love with a fishmonger while working for him as a live-in housekeeper.,"Drama, Romance",Landscape Entertainment,Ireland,Aisling Walsh,"Gabrielle Rose, David Feehan, Mike Daly, Sally Hawkins, Billy MacLellan, Nik Sexton, Ethan Hawke, Judy Hancock, Kari Matchett, Brian Marler, Marthe Bernard, Denise Sinnott, Greg Malone, Lisa Machin, Erin Mick, Zachary Bennett, Lawrence Barry",/wu9RPdV0uEemFEewJQ6fWwJ9ZcU.jpg,B2
1379,1379,6394,Anatomy of a Murder,93,7.8,1959-07-01,161,"Semi-retired Michigan lawyer Paul Biegler takes the case of Army Lt. Manion, who murdered a local innkeeper after his wife claimed that he raped her. Over the course of an extensive trial, Biegler parries with District Attorney Lodwick and out-of-town prosecutor Claude Dancer to set his client free, but his case rests on the victim's mysterious business partner, who's hiding a dark secret.","Crime, Drama, Mystery",Columbia Pictures,United States of America,Otto Preminger,"Joseph N. Welch, Don Ross, Joseph Kearns, George C. Scott, Alexander Campbell, John Qualen, James Waters, Lee Remick, Kathryn Grant, Irv Kupcinet, Ben Gazzara, Chuck Ramsay, Agnes Rodgers Brown, Eve Arden, Royal Beal, Arthur O'Connell, Howard McNear, Ned Wever, James Stewart, Russ Brown, Duke Ellington, Brooks West, Murray Hamilton, Ken Lynch, Orson Bean, Lloyd Le Vasseur, Jimmy Conlin",/zMxLbSPpToTCc6yK2Gddhx6nHNN.jpg,C1
1006,1006,3659,The King of Comedy,262,7.789,1982-12-18,109,"Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy.","Drama, Comedy",Embassy International Pictures,United States of America,Martin Scorsese,"Gaby Salter, Thomas M. Tolan, Robert De Niro, Loretta Tupper, Leslie Levinson, Mardik Martin, Sel Vitella, William Jorgensen, Marvin Scott, Liza Minnelli, Kim Chan, Doc Lawless, Richard Baratz, Audrey Dummett, Vinnie Gonzales, Whitey Ryan, Jay Julien, Pearl Harbour, George Kapp, Rob-Jamere Wess, Gerard Murphy, Matt Russo, Joyce Brothers, Edgar J. Scherick, Katherine Wallach, Robert Colston, Kosmo Vinyl, Sandra Bernhard, Thelma Lee, Martin Scorsese, Jeff David, Tony Devon, Tony Boschetti, Ed Herlihy, Frederick de Cordova, Ralph Monaco, Charles Kaleina, Lou Brown, Don Letts, Shelley Hack, Scotty Bloch, Michael F. Stodden, Catherine Scorsese, William Littauer, Ray Dittrich, Marta Heflin, Jerry Lewis, Diahnne Abbott, Cathy Scorsese, June Prud'Homme, Michael Kolba, Tony Randall, Margo Winkler, Richard Dioguardi, Victor Borge, Ramon Rodriguez, Jimmy Raitt, Dennis Mulligan, Jim Lyness, Bill Minkin, Paul Simonon, Harry J. Ufland, Chuck Coop, Joe Strummer, Charles Scorsese, Chuck Low, Peter Potulski, Alan Potashnick, Chuck Stevens, Diane Rachell, Peter Fain, Mick Jones, Jerry Baxter-Worman, Ellen Foley",/3BM78deUfeZfShqPTblZuamgC8a.jpg,B1
27,27,70,The Dark Knight Rises,49026,7.781,2012-07-17,165,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.","Action, Crime, Drama, Thriller",Syncopy,United Kingdom,Christopher Nolan,"Peter Holden, Shane Nolan, Daina Griffith, Chris Hill, James Rawlings, Kyle David Pierce, Jay Benedict, Tomas Arana, Silvia Lombardo, Alon Aboutboul, Reggie Lee, John Nolan, Warren Brown, Ian Bohen, Matthew Modine, Vito Grassi, LeJon Stewart, Justin Michael Woods, Simon Rhee, Cale McConnell, William Devane, Gary Oldman, Claire Julien, Michael James Faradie, Michael Papajohn, Andres Perez-Molina, Wade Williams, Ronnie Gene Blevins, David Dale McCue, Jeff Moffitt, Christopher Judge, Tom Conti, Stephanie Domini, Troy Polamalu, Isiah Adams, Rory Nolan, India Wadsworth, Chris Ellis, Fredric Lehne, Rob Brown, Russ Fega, Lex Daniel, Daniel Jordano, Chris Vaina, Nestor Carbonell, Hines Ward, Graham Curry, Joe Lipari, John Hollingworth, Aja Evans, Luke Rutherford, Antwan Lewis, Ben Mendelsohn, Marion Cotillard, Robert Arensen, Tom Hardy, Christian Bale, Jason Yee, David Dayan Fisher, David Gyasi, Cillian Murphy, Ming Wang, Hector Atreyu Ruiz, Burn Gorman, Aljaž Tepina, Frank Fata, Julie Mun, Tyler La Marr, Desmond Harrington, Juno Temple, Emily Schooley, Joey King, Charles Jackson Coyne, Michael Power, Sun Jae Kim, Christopher Bryan Gomez, London May, Heath Miller, Cameron Jack, Morgan Freeman, Duane Henry, Alex Moore, Daniel Sunjata, Thomas Tull, Trevor White, Ed Heavey, Michael Wren Gucciardo, Phillip Browne, Sam Kennard, Alex Kruz, Max Schuler, Mychael Bates, Barbara Vincent, Aramis Knight, Brent Briscoe, Robert Wisdom, Josh Pence, Kirsten Roeters, David Monahan, Bill Cowher, Salomon Passariello, Fileena Bahris, Joshua Elijah Reese, Aldous Davidson, Hrvoje Klecz, Josh Stewart, Jackson Nunn, Kyle Patrick Brennan, Massi Furlan, Travis Guba, John W. Iwanonkiw, Cindy Jackson, P.J. Griffith, Nick Julian, Tyler Dean Flores, Patrick Leahy, Uri Gavriel, John Farrer, Tiffany Kemp, Ben Roethlisberger, Alex Ziwak, Ben Cornish, Tommy Bayiokos, Rick Bolander, Will Estes, Olan Montgomery, Allen Merritt, Diogo Hausen, John Macmillan, Jillian Armenante, Daniel Newman, Mark Killeen, Michael Caine, Todd Gearhart, Charlie Alejandro, James Harvey Ward, Anne Hathaway, Paul Jude Letersky, Patrick Jordan, John Zion, Courtney Munch, Aidan Gillen, James Quinn, Grant Babbitt, Brett Cullen, Sarah Goldberg, Joseph Gordon-Levitt, Oliver Cotton, Liam Neeson, Orion McCabe, Jorge Mardel, Noel Gugliemi, Joseph Lyle Taylor, Aldo Bigante, Jake Canuso, Gonzalo Menendez, Kevin Kiely Jnr, Mark Roman, Harry Coles, Gary Sievers, Miranda Nolan, Thomas Lennon, Glen Powell, Patrick Cox, Joe Fishel, Collin Taylor, Eric Salazar, Scott Churchson",/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg,B2
917,917,3143,Big Fish,587,7.763,2003-12-25,125,"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.","Adventure, Fantasy, Drama",Columbia Pictures,United States of America,Tim Burton,"Will Thomas, Jessica Lange, George McArthur, Jacob Radford, L.C. Holt, David Denman, Perry Walston, John Fugate, Howard Houston Jr., Joanne Pankow, Michael Garnet Stewart, Ewan McGregor, Alison Lohman, Barry C. Harvard, Karla Droege, R. Keith Harris, Jeff Campbell, Morgan Grace Jarrett, Robert Guillaume, Danny DeVito, Metz Duites, Vincent J. Ybiernas, Marion Cotillard, Sallie Hedrick, Bonnie Johnson, Billy Crudup, John Lowell, Charles McLawhorn, Arlene Tai, Missi Pyle, Zac Gardner, Frank Hoyt Taylor, Russell Hodgkinson, Zach Hanner, Bevin Kaye, David Ramsey, Greg Hohn, Daniel Wallace, Edward Aldag, C. Alan Rawlins Sr., Ada Tai, Cathy Berry, Don Young, Hailey Anne Nelson, Joseph Humphrey, Helena Bonham Carter, Darrell Vanterpool, James DeForest Parker, Jayne Morgan, Matthew McGrory, Jake Brake, Grayson Stone, Deep Roy, Savanna James, Albert Finney, Trevor Gagnon, Loudon Wainwright III, Miley Cyrus, Steve Buscemi, Karlos Walkes, Billy Redden, Lawrence Sykkmon",/tjK063yCgaBAluVU72rZ6PKPH2l.jpg,B2
79,79,234,Zootopia,269149,7.751,2016-02-11,109,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.","Animation, Adventure, Family, Comedy",Walt Disney Animation Studios,United States of America,"Rich Moore, Byron Howard","Katie Lowes, Evelyn Wilson Bresee, Jackson Stein, Fuschia!, Tommy Lister Jr., Jenny Slate, Josh Dallas, Idris Elba, Claire K. Smith, Peter Mansbridge, John DiMaggio, Pace Paulsen, Byron Howard, John Lavelle, Jeremy Milton, Melissa Goodwin Shepherd, Rich Moore, Hannah G. Williams, Maurice LaMarche, Don Lake, Jill Cordes, Jared Bush, Nate Torrence, Terri Douglas, Ginnifer Goodwin, Zach King, Fabienne Rawley, Leah Latham, Kath Soucie, Bonnie Hunt, Hewitt Bush, Jesse Corti, Dave Kohut, Bradford Simonsen, Octavia Spencer, Mark Rhino Smith, Kristen Bell, David A. Thibodeau, Tommy Chong, J.K. Simmons, Della Saba, Gita Reddy, Shakira, Phil Johnston, Raymond S. Persi, Madeleine Curry, Jason Bateman, Alan Tudyk, Josie Trinidad",/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg,A2
1161,1161,4640,Annie Hall,703,7.743,1977-04-19,93,New York comedian Alvy Singer falls in love with the ditsy Annie Hall.,"Comedy, Drama, Romance",United Artists,United States of America,Woody Allen,"Christopher Walken, Jeff Goldblum, Harrison Ressler, Ved Bandhu, Janet Margolin, Sigourney Weaver, Laurie Bird, David Wier, Bob Maroff, Ruth Volner, John Glover, Veronica Radburn, Joan Neuman, Paul Simon, Amy Levitan, Riccardo Bertoni, Beverly D'Angelo, Lou Picetti, Donald Symington, Diane Keaton, Truman Capote, Bernie Styles, Russell Horton, Mary Boylan, Hamit Perezic, James Balter, Rick Petrucelli, Sybil Bowan, Susan Mellinger, Gregory Doucette, Tony Roberts, Alan Landers, Dick Cavett, Lee Callahan, Dan Ruskin, Walter Bernstein, Johnny Haymer, Gary Mule Deer, Lucy Lee Flippin, Woody Allen, Wendy Girard, Martin Rosenblatt, Marshall McLuhan, Albert M. Ottenheimer, Hy Anzell, Keith Dentice, Chris Gampel, Gary Allen, James Burge, Colleen Dewhurst, Shelley Hack, Carol Kane, Eric Bear, Michael Aronin, Charles Levin, Mark Lenard, Robin Mary Paris, Christine Jones, Wayne Carson, Michael Karm, John Doumanian, Loretta Tupper, Rashel Novikoff, Kathryn Janssen, Tracey Walter, William Callaway, Frank Vohs, John Dennis Johnston, Petronia Johnson, Helen Ludlam, Jonathan Munk, Billie Perkins, Humphrey Davis, Shelley Duvall, Jim McKrell, Paula Trueman, Mordecai Lawner, Vince O'Brien, Shaun Casey, Juliet Graham, Roger Newman, Jean Sarah Frost, Margaretta Warwick",/jj46Biz1WYQZoVZfXxeT9u4XRrS.jpg,B1
1056,1056,3939,Fried Green Tomatoes,1633,7.709,1991-12-27,130,"Amidst her own personality crisis, southern housewife Evelyn Couch meets Ninny, an outgoing old woman who tells her the story of Idgie Threadgoode and Ruth Jamison, two young women who experienced hardships and love in Whistle Stop, Alabama in the 1920s.","Drama, Comedy",Universal Pictures,United States of America,Jon Avnet,"Missy Wolff, Wallace Merck, Ginny Parker, Gailard Sartain, Jessica Tandy, Afton Smith, Danny Nelson, Stan Shaw, Tres Holton, Enjolik Oree, Bob Hannah, David Dwyer, LaTanya Richardson Jackson, Ted Manson, Kathy Larson, Evan Lockwood, Kathy Bates, Lashondra Phillips, Cicely Tyson, Haynes Brooke, Macon McCalman, Grace Zabriskie, Carol Mitchell-Leon, Genevieve Fisher, Gary Basaraba, Ron McCall, Nick Searcy, Reid Binion, Mary Stuart Masterson, Suzi Bass, Timothy Scott, Nancy Moore Atchison, Chris O'Donnell, Constance Shulman, Lois Smith, Grayson Fricke, Richard Riehle, Fannie Flagg, Mary-Louise Parker, Raynor Scheine, Tom Even, Jo Harvey Allen",/g71l1vbJwyAAYk8zKCkIQQ58qcb.jpg,B1
13,13,34,The Incredibles,9806,7.7,2004-10-27,115,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.","Action, Adventure, Animation, Family",Walt Disney Pictures,United States of America,Brad Bird,"Louis Gonzales, Spencer Fox, Mary Elizabeth Clark, Jeff Pidgeon, Juliet Pokorny, Brad Bird, Peter Sohn, Dominique Louis, John Ratzenberger, Juliet Greenberg, Lori Richardson, Dennis 'D.J.' Jennings, Nicholas Bird, Lou Romano, Bud Luckey, Mark Andrews, Kimberly Adair Clark, Frank Thomas, Patrick Walker, Eli Fucile, Wayne Canney, Wallace Shawn, Louis Martin Braga III, Ted Mathot, Sarah Vowell, Elizabeth Greenberg, Randy Nelson, Katherine Ringgold, A.J. Riebli III, Samuel L. Jackson, Pamela Gaye Walker, Jazzie Mahannah, Ollie Johnston, Joe Ranft, Deirdre Warin, Andrew Stanton, Holly Hunter, Brad Lewis, Elizabeth Peña, Stephen Schaffer, Bob Scott, Billy Guardino, Pete Docter, Jean Sincere, Teddy Newton, Jason Lee, Michael Bird, Bret Parker, Craig T. Nelson, Bob Peterson, Maeve Andrews",/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg,B1
14,14,36,Harry Potter and the Chamber of Secrets,672,7.7,2002-11-13,161,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.","Adventure, Fantasy",Warner Bros. Pictures,United Kingdom,Chris Columbus,"Edward Randell, Robert Ayres, Alan Rickman, David Bradley, Robbie Coltrane, Scot Fearn, Matthew Lewis, Kenneth Branagh, Peter O'Farrell, Jason Isaacs, Edward Tudor-Pole, Heather Bleasdale, Sally Mortemore, John Cleese, James Phelps, Devon Murray, Harry Taylor, Richard Griffiths, Julian Glover, Julie Walters, Brendan Columbus, Josh Herdman, Violet Columbus, Robert Hardy, Jim Norton, Sean Biggerstaff, Gemma Padley, Louis Doyle, Chris Rankin, Helen Stuart, Hugh Mitchell, Bonnie Wright, David Massam, Eleanor Columbus, Emma Watson, Alfred Burke, Tom Knight, Oliver Phelps, Veronica Clifford, Alfred Enoch, Rupert Grint, Leslie Phillips, Christian Coulson, Gemma Jones, Shirley Henderson, Warwick Davis, Jamie Yeates, Richard Harris, Tom Felton, Les Bubb, David Churchyard, Daisy Bates, Miriam Margolyes, Zoe Sugg, Jenny Tarren, David Tysall, Ana Mulvoy Ten, Emily Dale, David Holmes, Ben Borowiecki, Peter Taylor, Harry Melling, Isabella Columbus, Tony Christian, Toby Jones, Martin Bayfield, Luke Youngblood, Daniel Radcliffe, Fiona Shaw, Mark Williams, Danielle Tabor, Rochelle Douglas, Jamie Waylett, Charlotte Skeoch, Maggie Smith",/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,B2
25,25,67,Harry Potter and the Half-Blood Prince,767,7.7,2009-07-15,153,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.","Adventure, Fantasy",Warner Bros. Pictures,United Kingdom,David Yates,"Louis Cordice, Dave Legeno, Alan Rickman, David Bradley, Shefali Chowdhury, Robbie Coltrane, William Melling, Helena Bonham Carter, Matthew Lewis, Amelda Brown, Isabella Laughland, Ruby Evans, Elarica Johnson, Jack Pryor, Jason Isaacs, Devon Murray, James Phelps, Freddie Rose, Jessie Cave, Julie Walters, Josh Herdman, Frank Dillane, Freddie Stroma, Caroline Wildi, Olivia Jewson, Natalia Tena, Georgina Leonidas, Bonnie Wright, Paul Ritter, Emma Watson, Jim Broadbent, Timothy Spall, Oliver Phelps, Michael Gambon, Alfred Enoch, Rupert Grint, David Thewlis, Helen McCrory, Scarlett Hefner, Gemma Jones, Ralph Ineson, Warwick Davis, Anna Shaffer, Hero Fiennes Tiffin, Suzie Toase, Tom Felton, Joerg Stadler, Rod Hunt, Afshan Azad, Amber Evans, Robert Knox, Katie Leung, Daniel Radcliffe, Evanna Lynch, Mark Williams, Mark Lockyer, Geraldine Somerville, Nathan Clarke, Jamie Waylett, Maggie Smith",/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,B2
42,42,108,Harry Potter and the Order of the Phoenix,675,7.7,2007-07-08,138,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students to defend themselves against the dark arts.","Adventure, Fantasy",Warner Bros. Pictures,United Kingdom,David Yates,"Brigitte Millar, William Melling, Jason Boyd, Devon Murray, Christopher Rithin, Arben Bajraktaraj, Richard Griffiths, Robbie Jarvis, Josh Herdman, Daisy Haggard, Ralph Fiennes, Emma Watson, Alfred Enoch, Emma Thompson, Brendan Gleeson, Katie Leung, Tony Maudsley, Mark Williams, Lisa Wood, Geraldine Somerville, Nathan Clarke, Richard Trinder, Alan Rickman, Shefali Chowdhury, Helena Bonham Carter, James Phelps, Julie Walters, Nick Shirm, Adrian Rawlins, Peter Cartwright, Bonnie Wright, Timothy Spall, Oliver Phelps, Rupert Grint, David Thewlis, Lauren Shotton, Cliff Lanning, Miles Jupp, Evanna Lynch, Jamie Waylett, Peter Best, Alec Hopkins, David Bradley, Matthew Lewis, Timothy Bateson, Jason Isaacs, Ryan Nelson, Tav MacDougall, Robert Hardy, Natalia Tena, Sam Beazley, Michael Wildman, James Utechin, James Payton, Warwick Davis, Sian Thomas, Jamie Wolpert, Jason Piper, Saskia Strallen, Imelda Staunton, Kathryn Hunter, Richard Leaf, Gary Oldman, Robbie Coltrane, John Atterbury, David Heyman, James Walters, Chris Rankin, Jim McManus, Nicholas Blane, Richard Cubison, Apple Brook, Michael Gambon, Richard Macklin, Tom Felton, Afshan Azad, Harry Melling, Jessica Hynes, Daniel Radcliffe, Charles Hughes, Fiona Shaw, George Harris, Maggie Smith",/5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,B2
50,50,133,The Terminator,218,7.7,1984-10-26,108,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?","Action, Thriller, Science Fiction",Hemdale,United Kingdom,James Cameron,"Lance Henriksen, Joe Farago, Dick Miller, Loree Frazier, Leslie Morris, Arnold Schwarzenegger, J. Randolph Harrison, Franco Columbu, James Ralston, Linda Hamilton, Harriet Medin, John Durban, Ken Fritz, Webster Williams, David Michels, Chino 'Fats' Williams, Marian Green, Darrell Mapson, Bess Motta, Ed Dogans, Bill Paxton, Stan Yale, Bruce M. Kerner, Rick Rossovich, Philip Gordon, David Kristin, Earl Boen, Michael Biehn, Shawn Schepps, Hettie Lynne Hurtes, Norman Friedman, Barbara Powers, Brad Rearden, William Wisher, Patrick Pinney, Al Kahn, Anthony Trujillo, Wayne Stone, John E. Bristol, Paul Winfield, Bill W. Richmond, Brian Thompson, Marianne Muellerleile, Tom Oberhaus, Greg Robbins, Hugh Farrington, Tony Mirelez, John Stuart West",/qvktm0BHcnmDpul4Hz01GIazWPr.jpg,C1
143,143,386,How to Train Your Dragon 2,82702,7.7,2014-06-05,102,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider who turns out to be Hiccup's mother, Valka. Hiccup and Toothless then find themselves at the center of a battle to protect Berk from a power-hungry warrior named Drago.","Fantasy, Action, Adventure, Animation, Comedy, Family",DreamWorks Animation,United States of America,Dean DeBlois,"Gerard Butler, Kristen Wiig, Kieron Elliott, Philip McGrade, Kit Harington, Craig Ferguson, Jay Baruchel, Christopher Mintz-Plasse, Jonah Hill, America Ferrera, Djimon Hounsou, Simon Kassianides, T.J. Miller, Randy Thom, Gideon Emery, Cate Blanchett, Andrew Ableson",/d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg,B1
287,287,877,Batman Begins,272,7.7,2005-06-10,140,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.","Action, Crime, Drama",Warner Bros. Pictures,United Kingdom,Christopher Nolan,"Liam Neeson, Poppy Tierney, Lucy Russell, Katie Holmes, Rutger Hauer, Stephen Walters, Patrick Pond, Timothy Deenihan, Roger Griffiths, Larry Holden, Mark Straker, David Bedella, Cedric Young, Emmanuel Idowu, Richard Laing, Chike Chan, Earlene Bentley, Dominic Burgess, Risteard Cooper, Stuart Yung Sai-Kit, Gerard Murphy, Christian Bale, Spencer Wilding, Sarah Wateridge, Khan Bonfils, Joe Hanley, Conn Horgan, Catherine Porter, Mark Boone Junior, Jamie Cho, Terry McMahon, Emma Lockhart, Gary Oldman, Richard Brake, Joseph Rye, Nadia Cameron-Blakey, Rade Šerbedžija, Alexandra Bastedo, Jordan Shaw, Ilyssa Fradin, John Burke, Christine Adams, Mark Rhino Smith, Martin McDougall, Soo Hee Ding, John Nolan, Jo Martin, Ruben Halse, Michael Caine, Fabio Cardascia, John Kazek, Adam Kirley, Vincent Wong, Kwaku Ankomah, Charlie Kranz, Jonathan Patrick Foo, Ronan Leahy, Rodney Ryan, Dave Legeno, Gus Lewis, Tenzin Clive Ball, Ken Watanabe, Colin McFarlane, Matt Miller, Charles Edwards, Jack Gleeson, David Murray, Karen David, Kieran Hurley, Dean Alexandrou, Leon Delroy Williams, Morgan Freeman, Sara Stewart, Rick Avery, Tom Wu, Phill Curr, Tenzin Gyurme, Rory Campbell, Omar Mostafa, Shane Rimmer, Jonathan D. Ellis, Flavia Masetto, Karl Shiels, Andrew Pleavin, Jeff Tanner, Patrick Nolan, Jeremy Theobald, Jay Buozzi, Linus Roache, Joey Ansah, Mark Strange, Jeff Christian, John Judd, Joe Sargent, Mel Taylor, Tamer Hassan, Cillian Murphy, Darragh Kelly, Noah Lee Margetts, Tom Wilkinson, Roger Yuan, T.J. Ramini, Turbo Kong, Alex Moggridge, Emily Steven-Daly, Tom Nolan, Tim Booth, Mark Chiu",/4MpN4kIEqUjW8OPtOQJXlTdHiJV.jpg,B2
